id,comida_preferida,frecuencia_consumo,gasto_promedio,satisfaccion_producto,satisfaccion_servicio,tiempo_entrega,precio_percepcion,recomendaria_nps,volveria_comprar,calificacion_general
6500,Pollo Frito,Semanal,62,9,8,Aceptable,Bajo,10,Sí,9
6501,Pollo Frito,Quincenal,129,9,8,Rápido,Medio,7,Sí,8
6502,Pollo Frito,Semanal,73,5,6,Aceptable,Medio,7,No,6
6503,Pizza,Quincenal,92,8,9,Aceptable,Medio,3,No,7
6504,Pollo Frito,Semanal,78,8,8,Aceptable,Medio,8,Sí,8
6505,Tacos,Semanal,75,8,7,Rápido,Alto,7,Sí,7
6506,Tacos,Quincenal,80,9,10,Aceptable,Medio,4,Sí,8
6507,Sándwiches,Quincenal,57,5,3,Rápido,Medio,8,Sí,5
6508,Sándwiches,Mensual,89,9,7,Rápido,Medio,1,Sí,6
6509,Pollo Frito,Quincenal,37,6,5,Aceptable,Alto,8,Sí,6
6510,Pollo Frito,Semanal,124,8,8,Rápido,Bajo,8,Sí,8
6511,Pollo Frito,Semanal,45,6,3,Rápido,Medio,7,Sí,5
6512,Sándwiches,Mensual,92,8,9,Aceptable,Medio,9,Sí,9
6513,Shawarmas,Quincenal,33,8,1,Aceptable,Medio,5,No,5
6514,Pizza,Quincenal,59,1,6,Rápido,Bajo,9,Sí,5
6515,Tacos,Mensual,44,8,6,Aceptable,Medio,8,Sí,7
6516,Sándwiches,Quincenal,47,7,9,Rápido,Bajo,3,No,6
6517,Pollo Frito,Quincenal,41,5,8,Aceptable,Medio,3,No,5
6518,Pizza,Semanal,80,8,9,Aceptable,Medio,6,Sí,8
6519,Pizza,Semanal,153,7,9,Aceptable,Alto,7,Sí,8
6520,Tacos,Quincenal,78,5,9,Rápido,Bajo,7,No,7
6521,Pizza,Semanal,93,1,8,Rápido,Medio,8,No,6
6522,Pollo Frito,Semanal,52,7,9,Rápido,Bajo,9,Sí,8
6523,Hot Dogs,Ocasional,70,10,7,Aceptable,Alto,9,Sí,9
6524,Hamburguesas,Mensual,99,5,9,Lento,Medio,10,No,8
6525,Pizza,Quincenal,97,3,6,Lento,Alto,8,Sí,6
6526,Shawarmas,Quincenal,81,9,3,Aceptable,Medio,9,Sí,7
6527,Tacos,Quincenal,81,7,6,Rápido,Medio,9,Sí,7
6528,Hamburguesas,Semanal,61,1,8,Rápido,Medio,10,Sí,6
6529,Hamburguesas,Quincenal,85,10,8,Lento,Alto,9,Sí,9
6530,Hamburguesas,Semanal,59,9,8,Aceptable,Medio,7,Sí,8
6531,Hamburguesas,Quincenal,105,7,8,Aceptable,Alto,8,Sí,8
6532,Hot Dogs,Mensual,22,5,7,Rápido,Medio,6,No,6
6533,Tacos,Mensual,51,7,10,Aceptable,Medio,8,Sí,8
6534,Pollo Frito,Mensual,52,10,5,Lento,Medio,1,No,5
6535,Pizza,Quincenal,140,10,8,Lento,Medio,9,Sí,9
6536,Pollo Frito,Quincenal,126,9,7,Rápido,Medio,1,Sí,6
6537,Tacos,Mensual,52,9,8,Rápido,Bajo,9,Sí,9
6538,Pizza,Semanal,151,8,3,Rápido,Medio,4,Sí,5
6539,Pizza,Semanal,158,7,5,Rápido,Medio,0,No,4
6540,Pollo Frito,Semanal,116,2,10,Aceptable,Medio,10,Sí,7
6541,Sándwiches,Quincenal,64,8,8,Aceptable,Bajo,3,No,6
6542,Pollo Frito,Mensual,126,8,10,Aceptable,Alto,8,Sí,9
6543,Tacos,Mensual,50,10,7,Rápido,Medio,6,Sí,8
6544,Pizza,Semanal,91,10,7,Aceptable,Medio,10,Sí,9
6545,Pollo Frito,Quincenal,36,7,10,Aceptable,Bajo,8,Sí,8
6546,Sándwiches,Mensual,48,4,5,Aceptable,Medio,9,No,6
6547,Shawarmas,Semanal,96,10,5,Rápido,Alto,8,Sí,8
6548,Pizza,Mensual,121,9,8,Aceptable,Medio,10,Sí,9
6549,Tacos,Semanal,88,6,9,Aceptable,Bajo,7,Sí,7
6550,Shawarmas,Semanal,45,0,10,Rápido,Medio,4,No,5
6551,Pollo Frito,Semanal,111,9,2,Rápido,Medio,7,Sí,6
6552,Tacos,Diario,52,8,7,Rápido,Medio,8,Sí,8
6553,Hamburguesas,Ocasional,111,9,0,Aceptable,Medio,8,Sí,6
6554,Pollo Frito,Mensual,65,10,10,Lento,Medio,0,Sí,7
6555,Hamburguesas,Semanal,84,4,1,Rápido,Medio,6,Sí,4
6556,Hamburguesas,Semanal,105,7,9,Aceptable,Alto,9,Sí,8
6557,Pollo Frito,Semanal,95,10,8,Rápido,Alto,7,Sí,8
6558,Pizza,Mensual,83,4,8,Rápido,Bajo,6,Sí,6
6559,Sándwiches,Semanal,31,9,7,Rápido,Medio,10,Sí,9
6560,Pizza,Diario,89,2,7,Lento,Medio,8,No,6
6561,Pizza,Mensual,109,7,10,Lento,Alto,6,No,8
6562,Hamburguesas,Quincenal,82,9,7,Aceptable,Medio,8,Sí,8
6563,Sándwiches,Quincenal,26,10,3,Aceptable,Alto,1,No,5
6564,Shawarmas,Mensual,99,9,6,Rápido,Alto,3,Sí,6
6565,Pollo Frito,Semanal,49,5,8,Lento,Medio,6,Sí,6
6566,Pizza,Semanal,140,7,0,Rápido,Bajo,5,Sí,4
6567,Hamburguesas,Mensual,38,7,7,Aceptable,Alto,8,Sí,7
6568,Hamburguesas,Mensual,100,10,9,Rápido,Alto,8,Sí,9
6569,Hot Dogs,Semanal,44,2,5,Aceptable,Medio,9,Sí,5
6570,Shawarmas,Mensual,94,8,9,Aceptable,Medio,9,Sí,9
6571,Hamburguesas,Quincenal,72,9,4,Aceptable,Medio,5,No,6
6572,Shawarmas,Mensual,73,8,2,Rápido,Bajo,3,No,4
6573,Shawarmas,Semanal,49,6,9,Aceptable,Medio,8,Sí,8
6574,Pollo Frito,Quincenal,107,8,9,Rápido,Medio,9,Sí,9
6575,Pizza,Semanal,151,8,4,Aceptable,Alto,8,Sí,7
6576,Hamburguesas,Mensual,78,9,1,Rápido,Medio,4,Sí,5
6577,Hamburguesas,Quincenal,73,9,10,Aceptable,Medio,8,Sí,9
6578,Hamburguesas,Semanal,62,9,10,Rápido,Bajo,9,Sí,9
6579,Pizza,Semanal,121,2,7,Rápido,Medio,8,Sí,6
6580,Tacos,Quincenal,89,10,5,Aceptable,Alto,0,No,5
6581,Pollo Frito,Quincenal,47,9,8,Rápido,Bajo,9,Sí,9
6582,Shawarmas,Mensual,69,9,9,Rápido,Medio,7,Sí,8
6583,Pizza,Mensual,153,8,7,Rápido,Medio,10,Sí,8
6584,Hamburguesas,Mensual,104,6,9,Rápido,Alto,10,Sí,8
6585,Shawarmas,Quincenal,36,1,6,Lento,Bajo,4,No,4
6586,Pizza,Diario,50,4,8,Rápido,Medio,10,No,7
6587,Pollo Frito,Semanal,117,7,9,Lento,Alto,9,Sí,8
6588,Hamburguesas,Quincenal,39,9,4,Rápido,Medio,7,Sí,7
6589,Pollo Frito,Mensual,125,7,2,Lento,Medio,9,Sí,6
6590,Shawarmas,Quincenal,53,7,8,Aceptable,Medio,8,Sí,8
6591,Pizza,Mensual,149,4,6,Aceptable,Medio,9,No,6
6592,Hot Dogs,Mensual,75,9,9,Rápido,Medio,5,No,8
6593,Pollo Frito,Semanal,107,8,7,Aceptable,Medio,3,No,6
6594,Pizza,Mensual,71,3,5,Aceptable,Medio,10,Sí,6
6595,Pizza,Quincenal,146,8,0,Rápido,Medio,8,Sí,5
6596,Pizza,Semanal,118,7,9,Lento,Medio,4,No,7
6597,Hamburguesas,Mensual,71,5,1,Lento,Medio,5,No,4
6598,Pollo Frito,Semanal,80,0,7,Aceptable,Medio,10,Sí,6
6599,Pizza,Semanal,74,10,8,Rápido,Medio,8,Sí,9
6600,Hot Dogs,Diario,34,9,9,Rápido,Medio,10,Sí,9
6601,Hamburguesas,Semanal,103,6,9,Rápido,Alto,9,Sí,8
6602,Tacos,Mensual,81,4,4,Aceptable,Alto,9,Sí,6
6603,Tacos,Quincenal,64,8,5,Aceptable,Medio,10,Sí,8
6604,Pizza,Semanal,88,8,8,Rápido,Medio,5,Sí,7
6605,Hamburguesas,Diario,47,7,8,Aceptable,Alto,9,Sí,8
6606,Tacos,Mensual,57,5,7,Rápido,Medio,9,No,7
6607,Hot Dogs,Ocasional,22,8,5,Aceptable,Alto,5,Sí,6
6608,Pollo Frito,Ocasional,43,9,9,Rápido,Alto,3,Sí,7
6609,Tacos,Ocasional,37,5,6,Aceptable,Bajo,7,Sí,6
6610,Tacos,Semanal,75,4,8,Rápido,Alto,3,No,5
6611,Hamburguesas,Ocasional,120,3,8,Aceptable,Bajo,9,No,7
6612,Tacos,Ocasional,49,8,7,Aceptable,Medio,6,No,7
6613,Pizza,Diario,141,9,4,Rápido,Medio,10,Sí,8
6614,Hamburguesas,Quincenal,109,8,8,Rápido,Medio,10,Sí,9
6615,Pizza,Semanal,151,8,5,Rápido,Alto,5,Sí,6
6616,Pollo Frito,Semanal,72,7,1,Aceptable,Medio,2,Sí,3
6617,Pizza,Diario,66,9,10,Rápido,Bajo,10,Sí,10
6618,Pizza,Semanal,90,8,10,Aceptable,Medio,7,Sí,8
6619,Pollo Frito,Semanal,97,5,10,Aceptable,Medio,2,Sí,6
6620,Pizza,Mensual,120,7,5,Aceptable,Medio,0,Sí,4
6621,Pizza,Ocasional,123,8,8,Rápido,Medio,5,Sí,7
6622,Hot Dogs,Semanal,44,4,3,Aceptable,Medio,6,Sí,4
6623,Hot Dogs,Quincenal,25,10,8,Lento,Alto,9,Sí,9
6624,Tacos,Semanal,51,7,8,Rápido,Medio,7,Sí,7
6625,Pizza,Mensual,127,7,9,Rápido,Medio,7,Sí,8
6626,Pizza,Semanal,106,9,0,Lento,Alto,5,Sí,5
6627,Hamburguesas,Mensual,110,9,7,Rápido,Medio,3,No,6
6628,Hot Dogs,Semanal,56,7,10,Rápido,Bajo,9,Sí,9
6629,Pollo Frito,Quincenal,57,4,5,Aceptable,Medio,9,Sí,6
6630,Pizza,Quincenal,155,7,8,Aceptable,Medio,2,No,6
6631,Tacos,Semanal,86,7,6,Lento,Medio,8,Sí,7
6632,Tacos,Mensual,84,5,6,Aceptable,Bajo,10,No,7
6633,Pollo Frito,Quincenal,121,5,9,Aceptable,Alto,9,Sí,8
6634,Hamburguesas,Ocasional,118,2,9,Aceptable,Medio,9,Sí,7
6635,Shawarmas,Quincenal,99,10,6,Lento,Medio,8,Sí,8
6636,Pollo Frito,Mensual,64,8,6,Rápido,Medio,9,Sí,8
6637,Pizza,Mensual,102,6,0,Rápido,Medio,0,No,2
6638,Pollo Frito,Mensual,108,1,2,Aceptable,Medio,6,Sí,3
6639,Pizza,Ocasional,127,7,0,Lento,Alto,7,Sí,5
6640,Pollo Frito,Mensual,103,8,3,Rápido,Medio,7,Sí,6
6641,Hamburguesas,Semanal,56,8,0,Aceptable,Bajo,10,Sí,6
6642,Shawarmas,Semanal,68,6,6,Rápido,Medio,2,No,5
6643,Hot Dogs,Quincenal,45,7,4,Lento,Alto,7,Sí,6
6644,Hamburguesas,Semanal,102,4,9,Rápido,Medio,4,No,6
6645,Pizza,Mensual,158,8,7,Aceptable,Medio,9,Sí,8
6646,Hamburguesas,Mensual,56,7,9,Lento,Alto,8,Sí,8
6647,Tacos,Mensual,83,0,9,Rápido,Medio,6,No,5
6648,Pizza,Semanal,156,6,6,Aceptable,Medio,3,No,5
6649,Hamburguesas,Quincenal,99,8,10,Rápido,Bajo,9,Sí,9
6650,Pizza,Mensual,137,10,0,Aceptable,Medio,2,No,4
6651,Hamburguesas,Mensual,41,4,0,Aceptable,Medio,8,Sí,4
6652,Tacos,Semanal,46,3,6,Aceptable,Bajo,4,Sí,4
6653,Sándwiches,Ocasional,76,4,8,Rápido,Medio,3,Sí,5
6654,Hot Dogs,Mensual,56,5,2,Rápido,Medio,4,No,4
6655,Hamburguesas,Semanal,91,9,6,Aceptable,Medio,9,Sí,8
6656,Hot Dogs,Ocasional,21,9,8,Aceptable,Medio,4,Sí,7
6657,Pollo Frito,Mensual,97,4,10,Aceptable,Bajo,8,Sí,7
6658,Tacos,Mensual,76,3,5,Lento,Medio,4,No,4
6659,Hamburguesas,Diario,119,8,10,Aceptable,Medio,7,Sí,8
6660,Pizza,Quincenal,73,9,7,Aceptable,Medio,1,No,6
6661,Pollo Frito,Semanal,89,5,8,Aceptable,Alto,8,No,7
6662,Pollo Frito,Semanal,38,4,3,Aceptable,Medio,8,No,5
6663,Hot Dogs,Semanal,62,8,7,Rápido,Alto,2,No,6
6664,Sándwiches,Ocasional,82,8,1,Lento,Medio,8,Sí,6
6665,Hot Dogs,Semanal,52,0,1,Aceptable,Alto,10,No,4
6666,Pizza,Ocasional,144,8,9,Aceptable,Medio,8,Sí,8
6667,Hamburguesas,Mensual,68,9,10,Lento,Bajo,9,Sí,9
6668,Sándwiches,Mensual,95,10,6,Lento,Medio,6,Sí,7
6669,Pollo Frito,Semanal,64,6,4,Rápido,Medio,2,No,4
6670,Pollo Frito,Mensual,97,5,9,Rápido,Alto,2,No,5
6671,Pizza,Ocasional,155,2,5,Aceptable,Bajo,3,No,3
6672,Sándwiches,Mensual,76,10,7,Aceptable,Medio,1,No,6
6673,Pizza,Mensual,94,7,5,Rápido,Medio,9,Sí,7
6674,Pizza,Quincenal,160,7,6,Rápido,Medio,3,Sí,5
6675,Pizza,Mensual,130,10,9,Lento,Alto,9,Sí,9
6676,Pollo Frito,Quincenal,109,3,8,Rápido,Alto,4,Sí,5
6677,Pizza,Quincenal,77,8,9,Lento,Medio,1,No,6
6678,Pollo Frito,Semanal,87,3,7,Rápido,Medio,9,No,6
6679,Hot Dogs,Quincenal,63,8,3,Rápido,Medio,9,Sí,7
6680,Pollo Frito,Semanal,83,10,1,Aceptable,Medio,10,Sí,7
6681,Sándwiches,Mensual,93,10,9,Rápido,Medio,9,Sí,9
6682,Shawarmas,Semanal,97,9,10,Aceptable,Alto,10,Sí,10
6683,Shawarmas,Mensual,50,10,3,Aceptable,Medio,8,Sí,7
6684,Pizza,Mensual,87,6,7,Aceptable,Medio,9,Sí,7
6685,Tacos,Semanal,34,3,10,Aceptable,Medio,3,Sí,5
6686,Pollo Frito,Diario,56,9,8,Aceptable,Medio,8,Sí,8
6687,Pollo Frito,Semanal,80,6,6,Rápido,Medio,9,Sí,7
6688,Pollo Frito,Semanal,100,9,10,Aceptable,Alto,10,Sí,10
6689,Hamburguesas,Semanal,65,8,8,Aceptable,Medio,7,Sí,8
6690,Pollo Frito,Quincenal,104,9,6,Rápido,Bajo,5,Sí,7
6691,Hamburguesas,Mensual,39,8,6,Aceptable,Bajo,6,No,7
6692,Sándwiches,Quincenal,27,4,0,Aceptable,Bajo,9,No,4
6693,Sándwiches,Quincenal,36,6,0,Rápido,Medio,10,Sí,5
6694,Hamburguesas,Ocasional,92,2,3,Rápido,Medio,7,Sí,4
6695,Pizza,Mensual,152,8,8,Rápido,Medio,3,Sí,6
6696,Hamburguesas,Mensual,101,9,7,Rápido,Bajo,5,Sí,7
6697,Pizza,Semanal,62,2,8,Rápido,Medio,3,No,4
6698,Pollo Frito,Quincenal,79,0,8,Rápido,Medio,9,Sí,6
6699,Hamburguesas,Quincenal,35,7,5,Aceptable,Alto,7,Sí,6
6700,Pollo Frito,Diario,114,8,6,Aceptable,Alto,2,No,5
6701,Pizza,Semanal,108,4,6,Lento,Alto,5,Sí,5
6702,Pizza,Semanal,47,3,2,Lento,Alto,8,No,4
6703,Shawarmas,Semanal,69,4,2,Rápido,Medio,6,Sí,4
6704,Hamburguesas,Semanal,55,7,7,Rápido,Medio,9,Sí,8
6705,Hamburguesas,Semanal,113,10,9,Rápido,Medio,9,Sí,9
6706,Tacos,Semanal,61,7,2,Rápido,Bajo,7,Sí,5
6707,Pollo Frito,Quincenal,111,0,7,Rápido,Medio,10,Sí,6
6708,Pizza,Quincenal,157,10,9,Aceptable,Alto,9,Sí,9
6709,Shawarmas,Semanal,79,7,9,Rápido,Medio,2,No,6
6710,Pizza,Mensual,138,4,3,Aceptable,Alto,5,Sí,4
6711,Hamburguesas,Quincenal,74,10,8,Aceptable,Alto,8,Sí,9
6712,Hamburguesas,Semanal,110,9,4,Rápido,Bajo,4,Sí,6
6713,Sándwiches,Ocasional,34,7,8,Rápido,Medio,8,Sí,8
6714,Pollo Frito,Ocasional,92,5,6,Aceptable,Medio,10,No,7
6715,Pizza,Semanal,154,10,9,Lento,Medio,2,No,7
6716,Pollo Frito,Mensual,54,9,8,Lento,Bajo,1,No,6
6717,Pollo Frito,Semanal,90,1,9,Rápido,Medio,1,Sí,4
6718,Tacos,Quincenal,73,4,2,Rápido,Medio,7,No,4
6719,Shawarmas,Diario,50,6,10,Lento,Bajo,10,Sí,9
6720,Shawarmas,Mensual,57,2,5,Aceptable,Medio,9,Sí,5
6721,Hamburguesas,Mensual,63,7,9,Rápido,Alto,10,Sí,9
6722,Pizza,Semanal,106,7,9,Aceptable,Alto,2,No,6
6723,Sándwiches,Semanal,89,3,10,Rápido,Medio,4,No,6
6724,Hot Dogs,Mensual,73,9,2,Rápido,Medio,6,Sí,6
6725,Pizza,Quincenal,96,10,9,Aceptable,Medio,6,Sí,8
6726,Sándwiches,Semanal,91,10,7,Rápido,Alto,5,Sí,7
6727,Hamburguesas,Semanal,84,6,7,Lento,Bajo,4,No,6
6728,Pizza,Semanal,59,6,3,Aceptable,Alto,0,No,3
6729,Hamburguesas,Mensual,35,3,10,Lento,Alto,6,Sí,6
6730,Pizza,Semanal,93,3,10,Aceptable,Bajo,7,Sí,7
6731,Hot Dogs,Quincenal,41,10,8,Rápido,Alto,10,Sí,9
6732,Hamburguesas,Ocasional,55,8,0,Rápido,Medio,6,No,5
6733,Hot Dogs,Ocasional,28,6,9,Rápido,Alto,6,Sí,7
6734,Hot Dogs,Mensual,21,9,8,Rápido,Medio,9,Sí,9
6735,Pizza,Semanal,65,8,5,Aceptable,Bajo,8,Sí,7
6736,Sándwiches,Quincenal,56,4,10,Rápido,Bajo,9,Sí,8
6737,Pollo Frito,Semanal,120,9,4,Aceptable,Medio,8,Sí,7
6738,Pollo Frito,Mensual,67,8,8,Lento,Alto,10,Sí,9
6739,Pollo Frito,Mensual,126,7,3,Lento,Medio,9,Sí,6
6740,Hamburguesas,Mensual,59,10,9,Rápido,Medio,9,Sí,9
6741,Pizza,Ocasional,94,9,9,Rápido,Medio,6,Sí,8
6742,Pizza,Semanal,127,3,10,Aceptable,Alto,7,No,7
6743,Hamburguesas,Ocasional,43,3,6,Lento,Alto,6,Sí,5
6744,Pollo Frito,Semanal,120,1,7,Rápido,Alto,7,No,5
6745,Tacos,Semanal,45,8,8,Lento,Medio,9,Sí,8
6746,Pollo Frito,Semanal,92,6,8,Aceptable,Medio,0,No,5
6747,Tacos,Ocasional,88,4,3,Aceptable,Alto,8,No,5
6748,Hamburguesas,Mensual,54,3,6,Rápido,Medio,6,No,5
6749,Tacos,Quincenal,50,9,7,Aceptable,Medio,6,No,7
6750,Pizza,Semanal,111,5,9,Lento,Alto,6,No,7
6751,Hot Dogs,Mensual,70,7,8,Aceptable,Medio,2,No,6
6752,Pollo Frito,Quincenal,51,7,6,Rápido,Bajo,7,Sí,7
6753,Sándwiches,Quincenal,45,9,9,Aceptable,Bajo,7,Sí,8
6754,Tacos,Mensual,61,9,7,Aceptable,Medio,10,Sí,9
6755,Pollo Frito,Mensual,84,6,10,Rápido,Alto,6,No,7
6756,Pizza,Ocasional,90,10,5,Rápido,Medio,8,Sí,8
6757,Shawarmas,Quincenal,74,3,9,Aceptable,Medio,6,Sí,6
6758,Hamburguesas,Quincenal,54,3,8,Rápido,Medio,10,Sí,7
6759,Sándwiches,Ocasional,45,9,7,Aceptable,Alto,10,Sí,9
6760,Pizza,Semanal,148,4,10,Rápido,Medio,10,Sí,8
6761,Pollo Frito,Semanal,88,8,10,Lento,Bajo,9,Sí,9
6762,Pollo Frito,Mensual,92,4,7,Aceptable,Medio,10,No,7
6763,Tacos,Quincenal,26,2,8,Lento,Alto,10,Sí,7
6764,Tacos,Semanal,70,6,9,Rápido,Medio,6,No,7
6765,Hamburguesas,Diario,116,8,7,Aceptable,Alto,10,Sí,8
6766,Pizza,Semanal,92,7,8,Aceptable,Alto,10,Sí,8
6767,Pollo Frito,Semanal,51,9,10,Lento,Medio,0,No,6
6768,Tacos,Ocasional,82,6,3,Rápido,Medio,5,Sí,5
6769,Pizza,Ocasional,63,0,6,Aceptable,Bajo,9,No,5
6770,Shawarmas,Diario,84,7,10,Rápido,Medio,8,Sí,8
6771,Tacos,Mensual,40,9,8,Lento,Medio,3,Sí,7
6772,Pizza,Diario,94,8,7,Rápido,Medio,10,Sí,8
6773,Pollo Frito,Diario,130,8,9,Rápido,Medio,7,Sí,8
6774,Tacos,Mensual,79,9,9,Lento,Alto,4,Sí,7
6775,Pizza,Semanal,53,8,3,Aceptable,Medio,5,Sí,5
6776,Shawarmas,Ocasional,60,8,5,Lento,Medio,8,Sí,7
6777,Pizza,Semanal,45,9,10,Rápido,Medio,8,Sí,9
6778,Pizza,Mensual,117,8,6,Rápido,Bajo,4,No,6
6779,Sándwiches,Mensual,73,7,6,Aceptable,Medio,9,Sí,7
6780,Pizza,Ocasional,75,8,4,Lento,Alto,6,Sí,6
6781,Pollo Frito,Mensual,45,1,4,Rápido,Alto,9,No,5
6782,Tacos,Ocasional,83,4,8,Aceptable,Medio,8,No,7
6783,Pollo Frito,Mensual,103,5,8,Rápido,Medio,8,No,7
6784,Hamburguesas,Mensual,58,8,2,Rápido,Bajo,10,Sí,7
6785,Sándwiches,Semanal,71,8,9,Rápido,Alto,4,Sí,7
6786,Hamburguesas,Semanal,87,7,4,Aceptable,Alto,5,Sí,5
6787,Tacos,Mensual,64,3,2,Aceptable,Medio,8,No,4
6788,Pollo Frito,Mensual,55,4,8,Rápido,Alto,8,No,7
6789,Pizza,Mensual,100,10,10,Aceptable,Bajo,9,Sí,10
6790,Pizza,Semanal,120,7,6,Aceptable,Medio,8,Sí,7
6791,Pollo Frito,Mensual,106,4,9,Rápido,Bajo,6,Sí,6
6792,Pizza,Semanal,106,4,6,Rápido,Bajo,9,No,6
6793,Pollo Frito,Diario,87,3,10,Aceptable,Alto,10,Sí,8
6794,Pizza,Semanal,111,9,7,Rápido,Bajo,4,No,7
6795,Shawarmas,Ocasional,89,1,5,Aceptable,Medio,6,No,4
6796,Pizza,Mensual,146,10,9,Rápido,Bajo,9,Sí,9
6797,Hamburguesas,Quincenal,108,10,8,Aceptable,Bajo,9,Sí,9
6798,Shawarmas,Mensual,86,3,2,Rápido,Medio,10,No,5
6799,Tacos,Semanal,36,6,8,Rápido,Bajo,4,No,6
6800,Hamburguesas,Diario,56,7,2,Rápido,Medio,8,Sí,6
6801,Pizza,Mensual,119,2,9,Aceptable,Alto,8,Sí,6
6802,Hamburguesas,Semanal,77,9,5,Aceptable,Medio,2,Sí,5
6803,Pizza,Semanal,150,5,5,Aceptable,Medio,7,No,6
6804,Shawarmas,Semanal,35,6,9,Aceptable,Medio,7,Sí,7
6805,Pizza,Quincenal,46,9,7,Aceptable,Medio,8,Sí,8
6806,Pizza,Quincenal,103,9,8,Aceptable,Bajo,7,Sí,8
6807,Hamburguesas,Ocasional,110,8,2,Rápido,Medio,10,Sí,7
6808,Pizza,Semanal,136,7,8,Aceptable,Bajo,5,No,7
6809,Pollo Frito,Semanal,56,8,4,Rápido,Medio,5,Sí,6
6810,Pollo Frito,Semanal,77,10,0,Rápido,Alto,7,Sí,6
6811,Hamburguesas,Ocasional,101,8,5,Rápido,Alto,6,Sí,6
6812,Hot Dogs,Mensual,58,7,8,Rápido,Medio,7,Sí,7
6813,Tacos,Mensual,68,5,9,Rápido,Medio,10,No,8
6814,Sándwiches,Semanal,82,9,8,Rápido,Medio,6,Sí,8
6815,Hot Dogs,Mensual,20,9,8,Rápido,Alto,3,No,7
6816,Pollo Frito,Mensual,96,5,10,Rápido,Medio,7,Sí,7
6817,Pizza,Ocasional,158,9,6,Rápido,Medio,8,Sí,8
6818,Tacos,Diario,31,8,10,Rápido,Medio,6,No,8
6819,Pizza,Mensual,93,8,7,Lento,Bajo,9,Sí,8
6820,Pollo Frito,Semanal,101,10,9,Rápido,Alto,6,No,8
6821,Hot Dogs,Ocasional,27,8,2,Lento,Alto,9,Sí,6
6822,Hot Dogs,Quincenal,32,8,0,Rápido,Medio,7,Sí,5
6823,Pollo Frito,Quincenal,55,9,10,Lento,Alto,6,No,8
6824,Pizza,Semanal,53,10,10,Rápido,Medio,9,Sí,10
6825,Pizza,Semanal,98,8,6,Aceptable,Alto,3,No,6
6826,Pollo Frito,Quincenal,95,7,4,Lento,Alto,1,Sí,4
6827,Hot Dogs,Quincenal,55,8,3,Aceptable,Medio,9,Sí,7
6828,Hamburguesas,Quincenal,80,6,5,Lento,Medio,8,Sí,6
6829,Pizza,Semanal,79,7,10,Aceptable,Medio,7,Sí,8
6830,Sándwiches,Semanal,78,7,10,Rápido,Medio,8,Sí,8
6831,Pizza,Semanal,119,5,9,Rápido,Medio,10,Sí,8
6832,Hot Dogs,Quincenal,27,8,8,Aceptable,Alto,9,Sí,8
6833,Pizza,Diario,90,10,8,Aceptable,Medio,6,Sí,8
6834,Tacos,Quincenal,31,2,9,Lento,Medio,2,Sí,4
6835,Hot Dogs,Mensual,74,9,10,Rápido,Bajo,7,Sí,9
6836,Hamburguesas,Semanal,104,1,10,Aceptable,Medio,9,Sí,7
6837,Hamburguesas,Quincenal,97,5,1,Aceptable,Alto,9,No,5
6838,Pizza,Semanal,66,10,6,Lento,Medio,7,Sí,8
6839,Sándwiches,Quincenal,25,10,9,Lento,Medio,5,Sí,8
6840,Pizza,Quincenal,129,3,10,Lento,Medio,3,Sí,5
6841,Hamburguesas,Mensual,76,2,4,Rápido,Medio,2,Sí,3
6842,Pizza,Quincenal,156,8,7,Rápido,Medio,1,No,5
6843,Shawarmas,Diario,62,7,9,Aceptable,Alto,9,Sí,8
6844,Pollo Frito,Mensual,60,5,8,Rápido,Bajo,9,No,7
6845,Hamburguesas,Quincenal,61,10,9,Lento,Bajo,4,Sí,8
6846,Tacos,Semanal,37,6,7,Rápido,Alto,10,Sí,8
6847,Pizza,Semanal,127,9,10,Aceptable,Alto,10,Sí,10
6848,Hot Dogs,Quincenal,20,9,3,Rápido,Medio,3,No,5
6849,Tacos,Semanal,88,9,6,Rápido,Medio,6,No,7
6850,Pizza,Diario,49,8,9,Rápido,Alto,5,No,7
6851,Tacos,Semanal,55,6,5,Rápido,Bajo,6,No,6
6852,Pizza,Quincenal,135,6,9,Rápido,Medio,7,Sí,7
6853,Hamburguesas,Ocasional,108,0,10,Rápido,Medio,10,Sí,7
6854,Hamburguesas,Semanal,47,6,8,Aceptable,Alto,9,Sí,8
6855,Pizza,Semanal,110,10,9,Aceptable,Medio,6,Sí,8
6856,Hamburguesas,Mensual,111,9,10,Lento,Alto,9,Sí,9
6857,Sándwiches,Semanal,79,10,9,Rápido,Alto,4,No,8
6858,Tacos,Semanal,47,8,10,Rápido,Medio,0,Sí,6
6859,Pizza,Mensual,79,4,2,Rápido,Medio,9,No,5
6860,Pollo Frito,Semanal,57,4,7,Aceptable,Medio,3,Sí,5
6861,Hamburguesas,Quincenal,100,7,5,Rápido,Medio,8,Sí,7
6862,Pizza,Mensual,103,5,7,Aceptable,Medio,8,No,7
6863,Pollo Frito,Quincenal,100,10,8,Lento,Bajo,4,No,7
6864,Pollo Frito,Mensual,75,6,9,Rápido,Medio,8,Sí,8
6865,Sándwiches,Semanal,31,5,8,Rápido,Alto,3,No,5
6866,Pollo Frito,Quincenal,86,9,7,Lento,Medio,5,Sí,7
6867,Tacos,Semanal,31,8,8,Rápido,Medio,8,Sí,8
